,txt,txt_en,is_seed,is_meta
3531,Asumista ei maaseudulla pidä tukea nykyistä enempää mutta maaseudun elinvoimaa ja elinkeinoja täytyy tukea laajemmin kuin nykyisin.,"Living in rural areas should not be supported more than at present, but rural vitality and livelihoods must be supported more widely than at present.",0,0
3532,Luonnon monimuotoisuudesta ja luonnon ja lajien säilymistä on vahvistettava kestämään ilmastotavoitteet eivät ensisijaisia.,"Biodiversity and the preservation of nature and species must be strengthened to withstand the climate goals, not the primary ones.",0,0
3533,Itsenänen ajatus.,An independent thought.,0,0
3534,Valtionvelalla pelottelu on ylimitoitettua.,The intimidation with the national debt is exaggerated.,0,0
3535,Susien kannanhoidollinen metsästys tulee sallia ja eri aktivistijärjestöiltä mahdollisuus estää häirikkösusien kaadon estävät valitukset.,Population hunting of wolves should be allowed and various activist organizations should be able to prevent appeals preventing the killing of nuisance wolves.,0,0
3536,Biodieselin kehitykseen tulee satsata enemmän kuin sähköautoihin.,More investment should be made in the development of biodiesel than in electric cars.,0,0
3537,"Tosiasioissa pitäytyvä, ilman tunteita, poliittisia näkemyksiä, uskontojen näkemyksiä tms.","Sticking to the facts, without emotions, political views, religious views, etc.",0,0
3538,Kotouttaminen ei ole onnistunut missään,Integration has not been successful anywhere,0,0
3539,"EU:n on säädettävä velvoite älypuhelimille, joka takaa niille 5 vuoden ohjelmistopäivitykset. Tämä lisäisi kännyköiden käyttöikää.",The EU must set an obligation for smartphones that guarantees software updates for 5 years. This would increase the lifespan of cell phones.,0,0
3540,"Kysymykset ovat liian rahakeskeisiä. ""Kuinka toteutetaan"" on seurauksille usein ratkaisevampi kuin ""paljonko rahaa"".","The questions are too money oriented. ""How it is implemented"" is often more decisive for the consequences than ""a lot of money"".",0,0
3541,"Opintorahaa tulee korottaa opiskelijoiden toimeentulon turvaamiseksi, ja jotta tavoite 50% korkeakoulutetusta kansasta saadaan täytettyä.","The tuition fee should be increased in order to secure the livelihood of the students, and so that the goal of 50% of the population with a higher education can be met.",0,0
3542,Pitkäaikais sairaat eivät kuulu työmarkkinatuelle vaan Kelan on maksettava sairauspäivärahaa niin kauan kun ollaan sairaslomalla.,"Long-term sick people are not eligible for labor market support, but Kela must pay sickness allowance as long as they are on sick leave.",0,0
3543,Polttoaine on liian kallista,Fuel is too expensive,0,0
3544,"Tuo esiin uusia näkökulmia ja kokemuksia rakentavasti, ei puutu henkilöön.","Brings out new perspectives and experiences constructively, does not interfere with the person.",0,0
3545,Sukupuolenvaihdos tulisi sallia vasta täysikäiselle. Ihmisen aivot kehittyvät 25-vuotiaaksi asti.,Gender reassignment should only be allowed to an adult. The human brain develops until the age of 25.,0,0
3546,"Sukupuolenvaihdosta harkitsevan tulee saada tukea, terapiaa ja säännölliset käynnit psykologin luokse.","Anyone considering gender reassignment should receive support, therapy and regular visits to a psychologist.",0,0
3547,Sukupuolen saisi voida vaihtaa vain kaksi kertaa virallisesti. Siis vaihto ja mahdollisuus katua päätöstä.,"Gender should only be officially changed twice. That is, a change and a chance to regret the decision.",0,0
3548,Kulttuurin ilmaisumuodot kehittävät meidän luovuutta ja ongelmanratkaisukykyä.,Cultural expressions develop our creativity and problem-solving ability.,0,0
3549,Sitra ja Sitran tyyppiset organisaatioiden julkinen rahoitus tulisi lopettaa!,Sitra and public funding of organizations like Sitra should be stopped!,0,0
3550,Mielestäni suomalaisten tulisi voida keskustella arvoistaan rakentavasti ilman pelkoa tulla leimatuksi esim. konservatiiviksi/liberaaliksi,"In my opinion, Finns should be able to discuss their values ​​constructively without fear of being stigmatized, e.g. to conservative/liberal",0,0
3551,"Jos perehdyn laajasti eri kulkutapoihin kaupungeissa (helppous, €, nopeus, ekol., joustavuus, turval., jne.), parhaaksi valikoituu pyöräily.","If I extensively familiarize myself with different modes of transportation in cities (ease, €, speed, ecology, flexibility, safety, etc.), cycling is selected as the best.",0,0
3552,"Rasismia on monenlaista, myös ideologista sekä tietämättömyyteen liittyvää","There are many kinds of racism, including ideological and ignorance-related",0,0
3553,"Talouskasvua on sekä määrällistä että laadullista. Määrällisellä on rajansa, laadullisella ei","Economic growth is both quantitative and qualitative. Quantitative has its limits, qualitative does not",0,0
3554,Kaupungissa liikkumiseen polkupyörä on yleensä selvästi joustavampi ja halvempi kuin auto. Ja pyöräily paljon nopeampaa kuin kävely.,"For moving around the city, a bicycle is usually clearly more flexible and cheaper than a car. And cycling much faster than walking.",0,0
3555,Lukuvuosimaksut otettava käyttöön korkeakouluissa kaikille opiskelijoille.,Academic fees should be introduced in higher education institutions for all students.,0,0
3556,Lukuvuosimaksujen käyttöönotto toimisi osaratkaisuna korkeakoulutuksen rahoitusongelmaan.,The introduction of academic fees would act as a partial solution to the financing problem of higher education.,0,0
3557,"Suomessa tulisi parantaa paikallisten yhteisöjen mahdollisuuksia ja oikeuksia kehittää omat ratkaisut omiin ongelmiinsa, kuten Sveitsissä","In Finland, the opportunities and rights of local communities to develop their own solutions to their own problems should be improved, as in Switzerland",0,0
3558,Puhumattomuus on Suomalaisen kulttuurin tarpeettomin piirre,Silence is the most unnecessary feature of Finnish culture,0,0
3559,Tunnen elämälläni olevan jokin itseäni suurempi merkitys,I feel that my life has a meaning greater than myself,0,0
3560,SOTE-alan prosessit ovat tehottomia ja vuosikymmenten takaisia. Liikaan hierarkiaa ja paperinpyörittelyä.,The processes in the SOTE industry are inefficient and date back decades. Too much hierarchy and paperwork.,0,0
3561,Lisä-/toisen työn verotus on alennettava pääveroprosentin mukaiseksi. Ahkeruudesta ei tule rangaista.,The taxation of additional/second work must be reduced to match the main tax rate. Hard work should not be punished.,0,0
3562,"Peruskoulussa tulisi huomioida paremmin oppilaan yksilölliset tarpeet, eikä vaatia, että kaikki tekevät juuri saman määrän ja samalla tavoin","In primary school, the individual needs of the student should be better taken into account, and not demand that everyone does exactly the same amount and in the same way",0,0
3563,Liian epämääräinen väite ei kerro millaista kantaa metsästyksellä tavoiteltaisiin tai millainen susi on häirikkösusi verrattuna tavalliseen,"An overly vague statement does not tell what kind of stock the hunt would aim for, or what kind of wolf a nuisance wolf is compared to a normal one",0,0
3564,"Suomessa pitäisi asettaa tavoitteeksi, että jokainen saa palkkaa keskimääräistä enemmän.","In Finland, it should be a goal that everyone gets paid more than average.",0,0
3565,Työn verotusta on muutettava kannustavampaan suuntaan pienentämällä päätyön lisäksi tehtävän työn verotusta. Ahkeruuteen pitää kannustaa.,The taxation of work must be changed in a more encouraging direction by reducing the taxation of work performed in addition to the main job. Diligence must be encouraged.,0,0
3566,"Lapsilisä on tärkeä etuus, joka samanlaisena kaikille lapsille tukee kansakunnan yhteenkuuluvuutta.","Child allowance is an important benefit that, as it is the same for all children, supports the cohesion of the nation.",0,0
3567,Pankit ja vakuutuslaitokset pitää ottaa valtion haltuun.,Banks and insurance companies must be taken over by the state.,0,0
3568,Kyllä ja järjestää yrittäjille muutoskoulutusta niin talousnäkökulmasta kuin oman uran suunnittelusta tai mahdollisesta eläkesuunnitelmasta,"Yes, and organizes change training for entrepreneurs from a financial perspective as well as planning one's own career or a possible retirement plan",0,0
3569,"Demokratiassa on tärkeää puolustaa myös niiden mielipiteenvapautta, joiden kanssa on jyrkästi eri mieltä.","In a democracy, it is important to also defend the freedom of opinion of those with whom one strongly disagrees.",0,0
3570,Poliitikkojen väliset turnajaiset houkuttelisivat selkärankaisia ehdokkaita ja olisivat rehellinen tapa saavuttaa näkyvyyttä kansan silmissä,Tournaments between politicians would attract spineless candidates and would be an honest way to gain visibility in the eyes of the people,0,0
3571,Huonot suhteet Venäjän kanssa jatkuvat ainakin 2030 luvulle asti,Bad relations with Russia will continue at least until the 2030s,0,0
3572,Verotuksen painopistettä on siirrettävä ympäristön säästämiseksi työn ja yrittämisen verotuksesta kuluttamisen verotukseen.,"In order to save the environment, the focus of taxation must be shifted from the taxation of work and entrepreneurship to the taxation of consumption.",0,0
3573,Sellainen mikä tietää mihin ottaa kantaa.,The kind that knows where to stand.,0,0
3574,kyllä,Yes,0,0
3575,Ihmisillä ei ole riittävästi taitoja käyttää ja ymmärtää sisältöjä digitaalisissa palveluissa. Luo kaikenikäisten eriarvoisuutta.,People do not have enough skills to use and understand content in digital services. Create inequality of all ages.,0,0
3576,"Empatia- ja vuorovaikutustaitojen kehittämistä varhaiskasvatuksessa, koulussa, opiskelussa ja työelämässä tarvitaan lisää.","More development of empathy and interaction skills is needed in early childhood education, school, studies and working life.",0,0
3577,lapsien mielenterveys on heikentynyt seksuaalivähemmistöjen aktivismin takia,children's mental health has deteriorated due to the activism of sexual minorities,0,0
3578,verotuksen progressiivisuutta tulisi vähentää,the progressivity of taxation should be reduced,0,0
3579,"Kaikkea ei voida korjata lakeja kirjoittamalla, ne vääjäämättä potkaisee omaan persukseen.","You can't fix everything by writing laws, you'll inevitably kick them in the ass.",0,0
3580,Palkan tai palkkahaitarin tulisi aina näkyä työpaikkailmoituksessa.,The salary or salary agreement should always appear in the job advertisement.,0,0
3581,Kaupallinen marjojen ja muiden luonnontieteiden kerääminen pois yksityismetsistä.,Commercial harvesting of berries and other natural sciences from private forests.,0,0
3582,Olisi hyvä opetella ja totutella kuulemaan ja ymmärtämään monilla eri tavoilla ja eri aksenteilla puhuttua suomea.,It would be good to learn and get used to hearing and understanding Finnish spoken in many different ways and with different accents.,0,0
3583,Julkinen keskustelu lähisuhdeväkivallasta sivuuttaa väkivaltaa tehneiden näkökulman aiheeseen ja keskittyy uhrinäkökulmaan.,Public discussion about intimate partner violence ignores the perspective of the perpetrators and focuses on the victim's perspective.,0,0
3584,"Jos tuohon mennään, useat muutkin ryhmät ovat korotuksia vailla. Sitä ei valtion talous kestä. Nyt jo kipuillaan etujen leikkausten kanssa.","If we go to that, several other groups will also be without raises. The state economy can't handle that. Now they are already in pain with the benefit cuts.",0,0
3585,Jokaisenoikeudet (ent. Jokamiehenoikudet) vain suomessa vakituisesti asuville suomen kansalaisille.,Everyone's rights (formerly Everyone's rights) only for Finnish citizens living permanently in Finland.,0,0
3586,Nuorison jengiytyminen johtuu yhteisöllisyyden puutteesta ja maahanmuuttajaperheiden huonosta kotiutumisesta Suomeen.,The youth's involvement in gangs is due to the lack of community and the poor integration of immigrant families into Finland.,0,0
3587,Siirtymävaiheessa kiintiöt ovat tarpeellisia,"During the transition phase, quotas are necessary",0,0
3588,"Itse päättää siitä, mistä loukkaantuu. Toisarvoinen asia menee ohi.",It is up to you to decide what you are offended by. The secondary thing will pass.,0,0
